PC1,PC2,PC3,PC4,PC5,PC6,PC7,SiteEnergyUse(kBtu),TotalGHGEmissions
2.1090178324205726,1.635669933309934,3.4458291644164802,-0.3352347415113498,1.3261217330480406,1.365750541414218,0.6179461297496697,22.78483839625859,7.971428593590467
1.6611218766130391,1.5475998537521207,0.013291723637098001,-0.29593931796053574,-0.34860872661101183,-0.9311581277119889,0.9727278393006178,22.999884079036303,8.213638902198852
1.5163245780403445,1.9156119539265357,3.449866349023051,-0.305773716366723,1.37989666179958,1.4604327832827624,0.7399809547626521,22.695954006008396,8.167066838182594
2.727869707262683,1.711382563627669,0.6099160622323423,-0.487830286457905,-0.3695244870873569,-1.2109438277366038,0.3959617519535215,23.756601825433552,8.983022086172278
1.173120113183389,1.3279409636429411,1.243449489985696,-0.0925460249054866,-0.05847810065622518,-1.3383989302840136,-0.6093078998642782,22.457335786131402,7.468746213754123
1.9909640865778537,1.3692058929431927,1.7592636759825817,-0.17174009578648886,-0.09838868074185705,-1.5559328530562724,-1.336876324102859,23.71017887824973,8.618972739486981
2.476308441429707,2.069287040344755,2.655759090583164,-0.4772885565742861,1.0540322007075729,1.713691592113558,1.503560082988966,23.933068642871486,9.435170178881494
5.831948384860647,1.7471652095148822,2.5317226758746108,-0.9592193507441971,0.6262039889962746,1.4312427684224502,1.3928270839825216,24.68330601022857,9.535217045453418
1.2844129834359235,2.42640280808693,3.4369044687227754,-0.35105969854668306,1.336416025105289,1.5921533433589725,0.8333033306485325,22.653172763321756,8.362951992360674
6.5923032764504095,1.9364737939409888,3.285780864180194,-1.166231830484445,0.7290206982713502,1.0834521213015136,0.9065992865568171,24.41218042654058,9.34345223956482
1.835151113679398,2.11474978006661,3.5537492261496153,-0.3589990369692919,1.3110120013826112,1.4553985940588563,0.5507850825589472,23.357834800271604,9.001098509538615
5.484969439169155,1.4760427601632502,0.7491846171284218,-0.8065402707650483,-0.7484893470069902,-1.4678638203093055,-0.27772562275079804,25.00009996145267,9.650854294025212
1.9432694256116612,1.5663371679214404,3.5102552737249577,-0.24603613870028976,1.3244190679660115,1.3760219365102129,0.34082448442006724,23.275631354399913,8.452529544677926
0.9794900949662092,1.0487814634511161,-1.5572750607698833,-0.5043327099788901,0.6377303101194425,0.03818077472700009,0.17032805704815698,21.80480516491849,6.507953169405041
1.2961353298482814,2.3181308695738556,-0.17419223689654106,-0.3772282642058164,-0.29717479935832036,-0.5631314734917002,0.6994711960359291,22.345176867408366,8.008820757716158
2.0015647836869075,1.3075785165773157,-0.2217736334131968,-0.2582088669794026,-0.45946902105821347,-0.8860431791365772,0.9496926393946725,23.39909808655993,8.364703739582406
0.6860577875619992,1.109406161009806,0.012286423584561928,-0.01586263552503473,-0.2181662367485089,-0.901913393145749,0.6963238499378106,22.087549436974417,7.016139702655253
0.5156235843940694,1.4463270398755859,-1.4625109600309265,-0.4816806097216941,0.6512992437593332,0.134141098479289,0.09238365325853923,22.668945885967275,7.754887502163468
