NumberofFloors,NumberofBuildings,BuildingAge,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,renamed_PropertyType,Electricity_ratio,NaturalGas,SteamUse,SiteEnergyUse(kBtu),TotalGHGEmissions,ENERGYSTARScore
1.0,,57.0,87458.0,Medium,GREATER DUWAMISH,Store/Restaurant,45.90227,True,False,8475238.0,270.63,
6.0,1.0,121.0,74211.0,Medium,DOWNTOWN,Store/Restaurant,100.00001,False,False,1357119.875,9.46,97.0
2.0,1.0,9.0,25532.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,99.99998,False,False,627854.125,4.38,
6.0,1.0,8.0,345290.0,Large,LAKE UNION,Store/Restaurant,60.04658,True,False,39364116.0,1000.06,
1.0,1.0,18.0,20616.0,Small,NORTH,Store/Restaurant,100.0,False,False,636965.5,4.44,
1.0,1.0,29.0,20050.0,Small,CENTRAL,Store/Restaurant,42.43142,True,False,1813404.0,60.81,
1.0,1.0,34.0,14101.0,Small,GREATER DUWAMISH,Store/Restaurant,48.48981,True,False,719471.1875,22.11,
1.0,1.0,85.0,18258.0,Small,GREATER DUWAMISH,Store/Restaurant,37.51892,True,False,1152896.25,41.27,
2.0,1.0,62.0,56228.0,Medium,SOUTHEAST,Education,60.86184,True,False,1539478.5,38.53,95.0
,1.0,95.0,126593.0,Medium,DOWNTOWN,Education,40.9697,True,False,11343686.0,388.04,
2.0,1.0,74.0,160645.0,Medium,NORTH,Education,28.72918,True,False,6779173.0,270.18,75.0
2.0,1.0,33.0,54986.0,Medium,MAGNOLIA / QUEEN ANNE,Education,73.78079,True,False,1650279.25,31.47,97.0
2.0,1.0,73.0,175565.0,Medium,NORTHEAST,Education,24.99847,True,False,6399127.5,266.05,88.0
3.0,1.0,69.0,175015.0,Medium,NORTHWEST,Education,38.31077,True,False,6994740.5,247.85,95.0
3.0,1.0,112.0,56072.0,Medium,EAST,Education,17.06038,True,False,3234787.75,146.34,76.0
3.0,1.0,100.0,67743.0,Medium,EAST,Education,50.54202,True,False,2646879.0,78.85,34.0
6.0,1.0,115.0,194104.0,Medium,EAST,Education,30.35275,True,False,6219841.5,243.23,100.0
1.0,1.0,66.0,130862.0,Medium,GREATER DUWAMISH,Education,35.04973,True,False,6456026.0,238.48,61.0
3.0,1.0,34.0,59955.0,Medium,SOUTHEAST,Education,87.94028,True,False,1633399.375,20.48,93.0
2.0,1.0,59.0,93218.0,Medium,MAGNOLIA / QUEEN ANNE,Education,51.49138,True,False,2887392.0,84.75,86.0
2.0,1.0,60.0,131013.0,Medium,NORTHWEST,Education,45.58864,True,False,3894584.5,124.92,88.0
1.0,1.0,64.0,245587.0,Large,NORTHWEST,Education,33.36832,True,False,11765682.0,443.73,92.0
2.0,1.0,32.0,55513.0,Medium,BALLARD,Education,100.00002,False,False,1513570.75,10.55,93.0
4.0,1.0,33.0,289588.0,Large,SOUTHEAST,Education,73.1278,True,False,8819852.0,170.84,90.0
3.0,1.0,108.0,63330.0,Medium,EAST,Education,62.45801,True,False,3059758.0,74.33,
2.0,27.0,53.0,441071.0,Large,DELRIDGE,Education,66.09249,True,False,38301744.0,866.23,
3.0,1.0,15.0,254523.0,Large,CENTRAL,Education,57.74761,True,False,13567774.0,359.09,60.0
3.0,1.0,22.0,78804.0,Medium,SOUTHEAST,Education,65.83121,True,False,2499140.0,56.82,92.0
3.0,1.0,21.0,66994.0,Medium,CENTRAL,Education,76.95532,True,False,2371304.5,41.74,79.0
3.0,1.0,23.0,98357.0,Medium,GREATER DUWAMISH,Education,55.75792,True,False,3456131.5,94.64,88.0
2.0,1.0,43.0,52611.0,Medium,MAGNOLIA / QUEEN ANNE,Education,60.22226,True,False,4116871.5,104.26,
2.0,1.0,12.0,236758.0,Large,NORTH,Education,57.32354,True,False,8355988.5,222.78,96.0
3.0,1.0,21.0,62526.0,Medium,NORTHWEST,Education,56.10956,True,False,1986094.875,54.07,96.0
2.0,1.0,24.0,242795.0,Large,BALLARD,Education,85.82871,True,False,9157150.0,123.71,80.0
2.0,11.0,53.0,694072.0,Large,NORTHWEST,Education,93.19991,True,False,35891484.0,362.82,
2.0,1.0,71.0,173185.0,Medium,SOUTHEAST,Education,29.38633,True,False,6127771.5,242.36,79.0
1.0,1.0,60.0,145341.0,Medium,DELRIDGE,Education,33.91406,True,False,5499097.0,206.01,75.0
2.0,1.0,63.0,184125.0,Medium,SOUTHEAST,Education,34.08821,True,False,8800292.0,328.97,86.0
2.0,1.0,13.0,367884.0,Large,DELRIDGE,Education,66.89503,True,False,12265516.0,272.85,97.0
1.0,1.0,65.0,46797.0,Small,DELRIDGE,Education,38.40298,True,False,2075891.0,73.47,86.0
2.0,1.0,19.0,67371.0,Medium,SOUTHEAST,Education,67.90542,True,False,2128459.0,46.36,92.0
3.0,1.0,13.0,127776.0,Medium,LAKE UNION,Education,78.55565,True,False,4748137.0,80.08,75.0
2.0,1.0,24.0,67235.0,Medium,BALLARD,Education,68.50422,True,False,2284133.75,49.12,89.0
3.0,1.0,32.0,58118.0,Medium,SOUTHWEST,Education,82.31903,True,False,1407277.25,21.29,97.0
1.0,1.0,98.0,70762.0,Medium,GREATER DUWAMISH,Education,13.61756,True,False,3606416.0,168.88,87.0
4.0,1.0,26.0,241066.0,Large,LAKE UNION,Education,39.73733,True,False,7791957.0,270.97,79.0
1.0,1.0,24.0,71714.0,Medium,DELRIDGE,Education,81.98745,True,False,2371358.0,36.24,87.0
2.0,1.0,21.0,208981.0,Large,SOUTHWEST,Education,59.95026,True,False,8164853.0,207.79,80.0
2.0,1.0,95.0,55653.0,Medium,NORTHEAST,Education,0.44555,True,False,1377627.0,72.88,98.0
3.0,1.0,17.0,269297.0,Large,NORTHEAST,Education,68.62001,True,False,10498344.0,225.19,80.0
3.0,1.0,22.0,75174.0,Medium,NORTHEAST,Education,58.14311,True,False,2733846.0,71.86,77.0
3.0,1.0,20.0,75214.0,Medium,MAGNOLIA / QUEEN ANNE,Education,74.27129,True,False,2334260.0,43.98,88.0
3.0,1.0,18.0,134918.0,Medium,SOUTHWEST,Education,75.7464,True,False,3822102.5,69.42,91.0
2.0,1.0,32.0,64414.0,Medium,CENTRAL,Education,99.99998,False,False,2295176.5,16.0,67.0
3.0,1.0,96.0,92437.0,Medium,NORTHWEST,Education,20.92031,True,False,4626443.0,201.05,78.0
3.0,1.0,16.0,204961.0,Large,GREATER DUWAMISH,Education,55.29034,True,False,8190809.0,226.06,94.0
2.0,1.0,107.0,60122.0,Medium,CENTRAL,Education,85.88033,True,False,690529.5,9.31,
4.0,2.0,49.0,114000.0,Medium,CENTRAL,Education,83.71945,True,False,7575080.0,109.71,
1.0,1.0,73.0,61183.0,Medium,SOUTHWEST,Education,29.71084,True,False,2424724.25,95.54,92.0
1.0,1.0,68.0,46732.0,Small,NORTHEAST,Education,32.32029,True,False,2331952.75,89.08,87.0
2.0,1.0,69.0,51489.0,Medium,SOUTHWEST,Education,37.81529,True,False,1984067.625,70.76,93.0
2.0,1.0,98.0,37327.0,Small,CENTRAL,Education,36.82687,True,False,1967476.375,71.06,92.0
2.0,1.0,93.0,47602.0,Medium,NORTHWEST,Education,34.57675,True,False,2249592.5,83.59,78.0
2.0,1.0,31.0,28923.0,Small,DOWNTOWN,Education,39.78221,True,False,439311.9063,15.27,
3.0,1.0,95.0,21600.0,Small,DOWNTOWN,Education,72.7579,True,False,323739.4063,6.33,
1.0,1.0,22.0,35805.0,Small,MAGNOLIA / QUEEN ANNE,Education,57.15972,True,False,431471.6875,11.54,100.0
3.0,1.0,113.0,28800.0,Small,DOWNTOWN,Education,89.58096,True,False,717056.375,8.45,
2.0,1.0,66.0,21600.0,Small,DOWNTOWN,Education,48.33185,True,False,1261536.75,38.87,72.0
3.0,1.0,28.0,22860.0,Small,DOWNTOWN,Education,99.99993,False,False,931148.625,6.49,43.0
1.0,1.0,65.0,38624.0,Small,NORTHEAST,Education,56.08959,True,False,1424157.25,38.78,83.0
3.0,5.0,34.0,21500.0,Small,NORTHEAST,Education,49.44836,True,False,6689184.0,202.65,44.0
1.0,1.0,52.0,55206.0,Medium,GREATER DUWAMISH,Education,57.97057,True,False,2345752.5,61.84,75.0
2.0,1.0,101.0,33462.0,Small,SOUTHWEST,Education,14.41959,True,False,3987215.5,185.23,76.0
3.0,1.0,58.0,49744.0,Medium,SOUTHWEST,Education,22.8129,True,False,2096835.5,89.29,98.0
1.0,1.0,52.0,51704.0,Medium,GREATER DUWAMISH,Education,64.90181,True,False,1799402.75,41.68,62.0
3.0,1.0,22.0,62078.0,Medium,EAST,Education,58.91289,True,False,1955013.5,50.69,97.0
3.0,1.0,101.0,32691.0,Small,MAGNOLIA / QUEEN ANNE,Education,48.60964,True,False,971990.3125,29.82,99.0
3.0,1.0,24.0,95501.0,Medium,LAKE UNION,Education,69.7892,True,False,3009967.0,62.94,88.0
1.0,1.0,37.0,23190.0,Small,NORTHEAST,Education,28.51432,True,False,1705515.25,68.14,79.0
3.0,1.0,101.0,28820.0,Small,NORTHWEST,Education,26.22549,True,False,2595783.5,106.45,43.0
1.0,1.0,98.0,48789.0,Medium,MAGNOLIA / QUEEN ANNE,Education,66.01995,True,False,1298307.625,29.41,94.0
1.0,1.0,98.0,33105.0,Small,SOUTHEAST,Education,27.46172,True,False,1725336.25,69.77,79.0
4.0,1.0,16.0,48660.0,Medium,MAGNOLIA / QUEEN ANNE,Education,43.71522,True,False,1881516.125,61.98,82.0
2.0,1.0,93.0,45960.0,Small,EAST,Education,20.02849,True,False,4167253.75,182.81,56.0
2.0,1.0,24.0,49252.0,Medium,NORTHWEST,Education,49.87998,True,False,3485865.5,104.91,
1.0,1.0,73.0,34005.0,Small,NORTH,Education,92.9346,True,False,991918.0,10.15,94.0
1.0,1.0,74.0,41221.0,Small,SOUTHWEST,Education,70.28921,True,False,2246747.5,46.46,83.0
2.0,1.0,23.0,75605.0,Medium,SOUTHEAST,Education,66.83431,True,False,2274873.5,50.67,83.0
2.0,1.0,15.0,29525.0,Small,SOUTHEAST,Education,74.33576,True,False,1297812.75,24.42,77.0
2.0,1.0,35.0,54528.0,Medium,DELRIDGE,Education,99.99997,False,False,1972078.625,13.75,75.0
5.0,1.0,55.0,43594.0,Small,EAST,Education,51.03748,True,False,2478045.5,73.26,38.0
1.0,1.0,68.0,38582.0,Small,NORTH,Education,39.45511,True,False,1848878.5,64.54,85.0
3.0,1.0,101.0,35448.0,Small,BALLARD,Education,20.33063,True,False,1379932.5,60.34,97.0
3.0,1.0,93.0,23983.0,Small,NORTHWEST,Education,53.16186,True,False,1164364.75,33.28,61.0
2.0,3.0,19.0,31343.0,Small,NORTHEAST,Education,42.61366,True,False,3846501.25,128.66,
2.0,1.0,99.0,42975.0,Small,DELRIDGE,Education,18.0502,True,False,959352.0,42.96,92.0
1.0,1.0,52.0,50546.0,Medium,GREATER DUWAMISH,Education,92.31495,True,False,1155080.5,12.15,94.0
2.0,1.0,52.0,52609.0,Medium,GREATER DUWAMISH,Education,59.16756,True,False,1801941.75,46.51,67.0
2.0,1.0,101.0,21592.0,Small,CENTRAL,Education,33.00721,True,False,1431784.0,54.24,47.0
2.0,1.0,92.0,23923.0,Small,NORTH,Education,62.62311,True,False,805643.5,19.51,69.0
2.0,1.0,23.0,64493.0,Medium,GREATER DUWAMISH,Education,83.99459,True,False,1989763.875,28.57,85.0
2.0,1.0,111.0,42252.0,Small,SOUTHEAST,Education,14.44582,True,False,2203758.5,102.35,49.0
1.0,1.0,62.0,41428.0,Small,SOUTHEAST,Education,46.80828,True,False,1404702.25,44.27,90.0
1.0,1.0,53.0,41526.0,Small,DELRIDGE,Education,48.18896,True,False,1814947.0,56.04,79.0
3.0,1.0,34.0,51672.0,Medium,SOUTHEAST,Education,84.47715,True,False,1436510.375,20.3,97.0
1.0,1.0,75.0,64314.0,Medium,NORTHEAST,Education,35.35324,True,False,2936336.25,108.05,86.0
2.0,1.0,94.0,24152.0,Small,CENTRAL,Education,99.99975,False,False,161363.4063,1.12,100.0
2.0,1.0,74.0,43645.0,Small,NORTHEAST,Education,25.26246,True,False,2053956.375,85.15,71.0
1.0,1.0,64.0,36701.0,Small,NORTH,Education,48.65634,True,False,1564891.75,47.98,87.0
2.0,1.0,83.0,41293.0,Small,LAKE UNION,Education,68.03416,True,False,2839882.25,61.68,
3.0,1.0,61.0,29874.0,Small,DELRIDGE,Education,22.78082,True,False,1274049.75,54.27,95.0
3.0,1.0,92.0,117116.0,Medium,BALLARD,Education,18.02847,True,False,5722325.5,256.31,83.0
4.0,1.0,100.0,46100.0,Small,EAST,Education,50.41343,True,True,2177064.75,78.19,75.0
1.0,1.0,61.0,51410.0,Medium,SOUTHWEST,Education,43.78424,True,False,1968907.25,64.79,87.0
2.0,1.0,64.0,122679.0,Medium,MAGNOLIA / QUEEN ANNE,Education,37.26499,True,False,16378152.0,588.25,
2.0,1.0,98.0,73769.0,Medium,EAST,Education,34.68191,True,False,2556131.0,94.85,92.0
1.0,1.0,62.0,43578.0,Small,NORTHEAST,Education,77.96105,True,False,1436773.875,24.63,83.0
2.0,4.0,14.0,28500.0,Small,CENTRAL,Education,61.71779,True,False,1162561.125,28.64,92.0
3.0,1.0,98.0,38297.0,Small,EAST,Education,33.84997,True,False,1845150.625,69.18,85.0
2.0,1.0,85.0,23222.0,Small,NORTHWEST,Education,17.27759,True,False,1219863.125,55.06,62.0
3.0,1.0,119.0,60000.0,Medium,EAST,Education,42.39557,True,False,3625407.5,121.63,52.0
2.0,1.0,59.0,39929.0,Small,SOUTHWEST,Education,58.72528,True,False,1813718.0,47.18,82.0
2.0,1.0,52.0,52901.0,Medium,GREATER DUWAMISH,Education,56.86618,True,False,2240342.0,60.2,75.0
2.0,1.0,113.0,33300.0,Small,LAKE UNION,Education,21.06352,True,False,1594733.625,69.2,92.0
1.0,1.0,53.0,42239.0,Small,NORTHWEST,Education,41.6817,True,False,2145603.5,72.69,83.0
3.0,1.0,98.0,51360.0,Medium,NORTHWEST,Education,68.43344,True,False,1403094.75,30.22,89.0
2.0,1.0,23.0,61052.0,Medium,LAKE UNION,Education,71.35561,True,False,2366929.5,47.78,80.0
2.0,1.0,98.0,22344.0,Small,CENTRAL,Education,36.48937,True,False,1522596.75,55.23,40.0
3.0,1.0,102.0,31900.0,Small,EAST,Education,30.56295,True,False,2466100.0,96.2,
2.0,1.0,95.0,54943.0,Medium,NORTHEAST,Education,30.88244,True,False,2155390.25,83.76,94.0
4.0,1.0,111.0,27800.0,Small,EAST,Education,44.73059,True,False,1181428.75,38.36,
1.0,1.0,69.0,42128.0,Small,NORTHWEST,Education,52.2748,True,False,1709307.5,49.55,93.0
2.0,1.0,91.0,44753.0,Small,BALLARD,Education,34.10453,True,False,1638691.625,61.25,96.0
2.0,1.0,34.0,57298.0,Medium,BALLARD,Education,100.00002,False,False,1586388.75,11.06,91.0
1.0,1.0,67.0,45174.0,Small,NORTHWEST,Education,39.72945,True,False,1980825.25,68.89,84.0
2.0,1.0,35.0,32961.0,Small,NORTH,Education,28.39256,True,False,1573155.0,62.94,86.0
1.0,1.0,73.0,109794.0,Medium,CENTRAL,Education,39.27671,True,False,3296526.25,115.34,87.0
2.0,1.0,23.0,30562.0,Small,CENTRAL,Education,40.6508,True,False,1622231.375,55.73,69.0
2.0,1.0,72.0,36825.0,Small,CENTRAL,Education,51.95015,True,False,1755072.75,51.14,
2.0,1.0,98.0,27273.0,Small,EAST,Education,34.68365,True,False,1258619.125,46.7,90.0
1.0,1.0,70.0,20811.0,Small,MAGNOLIA / QUEEN ANNE,Education,39.90978,True,False,1267348.5,43.97,95.0
3.0,1.0,99.0,97500.0,Medium,NORTHEAST,Education,24.37002,True,False,3736960.0,156.45,97.0
1.0,2.0,10.0,57468.0,Medium,CENTRAL,Education,60.19161,True,False,3543985.5,89.8,
5.0,1.0,17.0,84000.0,Medium,EAST,Education,36.49444,True,False,12184124.0,441.94,
2.0,1.0,14.0,138705.0,Medium,SOUTHEAST,Education,60.58107,True,False,4959298.0,124.77,84.0
2.0,1.0,9.0,35780.0,Small,EAST,Education,76.71743,True,False,2912264.0,51.59,
2.0,1.0,9.0,48925.0,Medium,NORTHWEST,Education,83.2935,True,False,1662054.125,22.76,82.0
2.0,4.0,16.0,149856.0,Medium,GREATER DUWAMISH,Education,78.4055,True,False,6335315.5,107.29,
2.0,1.0,30.0,99765.0,Medium,EAST,Education,64.55167,True,False,3185005.25,74.3,
3.0,1.0,98.0,428347.0,Large,EAST,Education,59.23643,True,True,37022180.0,1280.81,
4.0,1.0,54.0,58779.0,Medium,NORTHEAST,Education,74.37367,False,False,5000717.0,25.93,
6.0,1.0,25.0,203030.0,Large,NORTHEAST,Education,55.92253,False,False,51168308.0,199.48,
3.0,1.0,8.0,45000.0,Small,GREATER DUWAMISH,Education,100.00002,False,False,1325972.75,9.24,77.0
1.0,1.0,61.0,68072.0,Medium,NORTHEAST,Education,99.99999,False,False,3180819.25,22.17,
3.0,1.0,117.0,87262.0,Medium,LAKE UNION,Office,32.6307,True,False,4145920.5,157.77,
2.0,1.0,62.0,94900.0,Medium,BALLARD,Office,69.37059,True,False,6186461.5,130.56,57.0
2.0,1.0,123.0,52554.0,Medium,GREATER DUWAMISH,Office,53.52666,True,False,2951331.25,83.86,83.0
5.0,1.0,50.0,168115.0,Medium,DOWNTOWN,Office,99.99999,False,False,9536161.0,66.48,78.0
8.0,1.0,113.0,59400.0,Medium,DOWNTOWN,Office,99.99998,False,False,5071974.0,35.36,14.0
2.0,1.0,61.0,54984.0,Medium,CENTRAL,Office,58.61056,True,False,3375211.0,87.98,71.0
5.0,1.0,13.0,316306.0,Large,LAKE UNION,Office,93.29613,True,False,13795954.0,138.85,96.0
2.0,0.0,37.0,66240.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,4166306.25,29.04,
4.0,1.0,53.0,76213.0,Medium,MAGNOLIA / QUEEN ANNE,Office,84.70978,True,False,3476212.5,48.76,68.0
3.0,1.0,20.0,99433.0,Medium,SOUTHEAST,Office,100.0,False,False,4897760.0,34.14,63.0
2.0,1.0,21.0,96300.0,Medium,NORTHEAST,Office,85.624,True,False,16319835.0,222.02,
1.0,1.0,65.0,54765.0,Medium,GREATER DUWAMISH,Office,83.91787,True,False,4253369.5,61.21,
3.0,1.0,16.0,64015.0,Medium,GREATER DUWAMISH,Office,81.9654,True,False,3242077.75,49.58,21.0
2.0,1.0,66.0,91130.0,Medium,NORTHWEST,Office,74.89143,True,False,9472358.0,175.77,
3.0,1.0,123.0,44558.0,Small,DOWNTOWN,Office,78.57097,True,False,1677002.25,28.27,78.0
5.0,1.0,51.0,50759.0,Medium,NORTH,Office,81.29961,True,False,3147042.0,49.09,62.0
4.0,1.0,109.0,56500.0,Medium,DOWNTOWN,Office,64.30023,False,True,1380293.625,44.22,98.0
3.0,0.0,55.0,100734.0,Medium,DOWNTOWN,Office,99.99999,False,False,9788717.0,68.24,20.0
4.0,1.0,42.0,77662.0,Medium,DOWNTOWN,Office,85.59534,True,False,5007401.0,68.19,57.0
12.0,1.0,45.0,234000.0,Large,DOWNTOWN,Office,97.77374,True,False,18661606.0,149.27,39.0
25.0,1.0,34.0,369996.0,Large,DOWNTOWN,Office,99.99999,False,False,24755086.0,172.58,74.0
33.0,1.0,47.0,791396.0,Large,DOWNTOWN,Office,99.98013,True,False,40847752.0,313.3,89.0
23.0,1.0,23.0,747747.0,Large,DOWNTOWN,Office,89.99051,True,False,30985420.0,359.11,90.0
10.0,1.0,97.0,63409.0,Medium,DOWNTOWN,Office,39.4233,False,True,3444270.0,170.51,90.0
17.0,1.0,93.0,204790.0,Large,DOWNTOWN,Office,87.03279,True,False,7739699.0,100.26,91.0
5.0,1.0,107.0,73399.0,Medium,DOWNTOWN,Office,99.99997,False,False,3757006.0,26.19,61.0
25.0,1.0,14.0,758043.0,Large,DOWNTOWN,Office,96.71931,True,False,27018020.0,229.25,95.0
12.0,1.0,55.0,206000.0,Large,DOWNTOWN,Office,73.04869,False,True,8580279.0,222.19,91.0
,1.0,14.0,824887.0,Large,DOWNTOWN,Office,99.99999,False,False,39523852.0,275.54,97.0
16.0,1.0,33.0,480840.0,Large,DOWNTOWN,Office,99.25155,True,False,17867002.0,130.73,94.0
7.0,1.0,123.0,89550.0,Medium,DOWNTOWN,Office,91.07444,False,True,3903259.75,51.67,85.0
6.0,1.0,123.0,89355.0,Medium,DOWNTOWN,Office,98.52491,True,False,4178233.5,31.97,66.0
15.0,1.0,101.0,388934.0,Large,DOWNTOWN,Office,93.58156,False,True,18576900.0,213.23,89.0
22.0,1.0,94.0,384302.0,Large,DOWNTOWN,Office,99.99999,False,False,10062436.0,70.15,98.0
,1.0,37.0,589921.0,Large,DOWNTOWN,Office,99.99999,False,False,24603420.0,171.52,84.0
6.0,1.0,73.0,91091.0,Medium,DOWNTOWN,Office,73.81073,False,True,1835804.875,46.56,
8.0,1.0,55.0,157941.0,Medium,DOWNTOWN,Office,99.99999,False,False,3743228.5,26.1,81.0
29.0,1.0,32.0,635303.0,Large,DOWNTOWN,Office,99.00811,False,True,18221224.0,139.72,95.0
6.0,1.0,65.0,172842.0,Medium,DOWNTOWN,Office,96.12354,True,False,41399504.0,362.66,
34.0,1.0,43.0,776762.0,Large,DOWNTOWN,Office,99.70792,True,False,32552428.0,231.32,81.0
14.0,1.0,51.0,186768.0,Medium,DOWNTOWN,Office,77.64786,False,True,9641043.0,218.53,95.0
,1.0,21.0,,Large,DOWNTOWN,Office,99.99999,False,False,41213584.0,287.32,93.0
8.0,1.0,116.0,201480.0,Large,DOWNTOWN,Office,81.84254,False,True,8921778.0,175.95,91.0
14.0,1.0,22.0,310490.0,Large,DOWNTOWN,Office,76.16635,True,False,21169502.0,380.37,
8.0,1.0,20.0,199530.0,Large,DOWNTOWN,Office,66.13206,True,False,13214416.0,298.61,69.0
13.0,1.0,17.0,372242.0,Large,DOWNTOWN,Office,81.2561,True,False,13843866.0,216.24,98.0
7.0,1.0,114.0,114395.0,Medium,DOWNTOWN,Office,59.73613,True,False,2746560.75,70.17,99.0
23.0,1.0,52.0,474546.0,Large,NORTHEAST,Office,99.99999,False,False,28450436.0,198.34,77.0
5.0,0.0,62.0,99005.0,Medium,NORTHEAST,Office,60.55237,True,False,4728488.5,119.03,70.0
6.0,1.0,21.0,135051.0,Medium,NORTHEAST,Office,100.0,False,False,4426136.0,30.86,88.0
5.0,1.0,21.0,220649.0,Large,NORTHEAST,Office,99.99999,False,False,7046345.5,49.12,93.0
18.0,1.0,43.0,413715.0,Large,DOWNTOWN,Office,99.99999,False,False,24224888.0,168.88,79.0
20.0,1.0,35.0,497513.0,Large,DOWNTOWN,Office,99.17643,True,False,26823218.0,197.19,65.0
24.0,1.0,44.0,543876.0,Large,DOWNTOWN,Office,99.99999,False,False,25307744.0,176.43,79.0
6.0,1.0,41.0,396626.0,Large,DOWNTOWN,Office,99.99999,False,False,20361158.0,141.95,64.0
6.0,1.0,21.0,287471.0,Large,DOWNTOWN,Office,99.99999,False,False,14913424.0,103.97,74.0
3.0,1.0,76.0,192630.0,Medium,DOWNTOWN,Office,96.48754,True,False,5357833.0,46.03,94.0
8.0,1.0,39.0,253103.0,Large,DOWNTOWN,Office,99.99998,False,False,29949248.0,208.79,3.0
5.0,1.0,123.0,50176.0,Medium,DOWNTOWN,Office,96.70558,True,False,2933288.75,24.91,77.0
8.0,1.0,96.0,321945.0,Large,DOWNTOWN,Office,72.90223,False,True,13656587.0,355.05,76.0
22.0,1.0,59.0,336330.0,Large,DOWNTOWN,Office,69.24763,True,True,18967014.0,530.66,77.0
5.0,1.0,22.0,176532.0,Medium,LAKE UNION,Office,100.0,False,False,5803409.0,40.46,60.0
6.0,1.0,107.0,350310.0,Large,DOWNTOWN,Office,88.24629,True,False,18102026.0,224.36,90.0
10.0,1.0,65.0,135918.0,Medium,DOWNTOWN,Office,66.97774,False,True,6423556.5,193.72,91.0
4.0,1.0,102.0,127268.0,Medium,DOWNTOWN,Office,78.31944,True,True,7711757.5,148.11,71.0
29.0,1.0,40.0,500000.0,Large,DOWNTOWN,Office,99.99998,False,False,18848780.0,131.4,93.0
10.0,0.0,97.0,132326.0,Medium,DOWNTOWN,Office,94.51322,True,True,6029020.0,65.2,72.0
6.0,1.0,39.0,109830.0,Medium,DOWNTOWN,Office,99.99999,False,False,7335905.5,51.14,45.0
10.0,1.0,113.0,130513.0,Medium,DOWNTOWN,Office,58.76644,True,True,11651200.0,318.08,49.0
8.0,1.0,103.0,60660.0,Medium,DOWNTOWN,Office,100.0,False,False,2586116.0,18.03,
14.0,1.0,94.0,137350.0,Medium,DOWNTOWN,Office,64.51735,False,True,6366084.5,202.99,89.0
15.0,1.0,94.0,151039.0,Medium,DOWNTOWN,Office,47.67258,False,True,5446624.0,238.09,84.0
4.0,1.0,117.0,63540.0,Medium,DOWNTOWN,Office,69.0156,True,False,3518459.5,74.83,72.0
10.0,1.0,96.0,130893.0,Medium,DOWNTOWN,Office,99.99999,False,False,6962073.0,48.54,80.0
,1.0,43.0,794592.0,Large,DOWNTOWN,Office,97.53385,True,False,26689658.0,216.43,96.0
21.0,1.0,52.0,456304.0,Large,DOWNTOWN,Office,99.99999,False,False,19397324.0,135.23,74.0
12.0,1.0,37.0,115857.0,Medium,DOWNTOWN,Office,99.99999,False,False,4757299.5,33.17,89.0
4.0,1.0,24.0,87500.0,Medium,DOWNTOWN,Office,99.99998,False,False,4549892.0,31.72,72.0
11.0,1.0,25.0,374405.0,Large,DOWNTOWN,Office,99.99998,False,False,13329024.0,92.92,72.0
11.0,1.0,100.0,102846.0,Medium,DOWNTOWN,Office,34.65895,False,True,5327249.5,281.55,96.0
4.0,1.0,98.0,52800.0,Medium,DOWNTOWN,Office,75.41853,True,False,2429021.0,44.48,83.0
5.0,1.0,42.0,275734.0,Large,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,16373232.0,114.14,77.0
3.0,1.0,61.0,158600.0,Medium,LAKE UNION,Office,87.06591,True,False,18309150.0,236.9,19.0
7.0,1.0,22.0,139200.0,Medium,LAKE UNION,Office,100.0,False,False,4342597.0,30.27,81.0
6.0,1.0,39.0,95721.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,3063504.5,21.36,95.0
5.0,2.0,27.0,213283.0,Large,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,5661689.5,39.47,83.0
3.0,1.0,22.0,103697.0,Medium,LAKE UNION,Office,43.32433,True,False,11319836.0,374.92,7.0
5.0,1.0,49.0,74880.0,Medium,NORTH,Office,99.99999,False,False,5134607.5,35.8,56.0
6.0,1.0,44.0,88774.0,Medium,NORTH,Office,99.99999,False,False,6029121.5,42.03,53.0
5.0,1.0,40.0,122250.0,Medium,NORTH,Office,99.99998,False,False,5535626.0,38.59,93.0
4.0,1.0,44.0,53730.0,Medium,NORTH,Office,100.0,False,False,4742869.0,33.06,20.0
3.0,1.0,63.0,55593.0,Medium,DELRIDGE,Office,67.2813,True,False,4224872.5,93.23,55.0
4.0,1.0,41.0,134056.0,Medium,LAKE UNION,Office,99.99998,False,False,4695139.0,32.73,54.0
4.0,1.0,38.0,86995.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,2991674.75,20.86,81.0
5.0,1.0,14.0,184482.0,Medium,LAKE UNION,Office,99.64389,True,False,5671256.0,40.47,95.0
6.0,1.0,19.0,139282.0,Medium,LAKE UNION,Office,100.0,False,False,3238216.0,22.57,96.0
5.0,1.0,14.0,271071.0,Large,LAKE UNION,Office,98.01238,True,False,7851334.5,61.93,96.0
6.0,1.0,22.0,226592.0,Large,LAKE UNION,Office,97.96364,True,False,11963428.0,94.64,49.0
