NumberofFloors,NumberofBuildings,BuildingAge,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,renamed_PropertyType,Electricity_ratio,NaturalGas,SteamUse,SiteEnergyUse(kBtu),TotalGHGEmissions,ENERGYSTARScore
2.0,1.0,95.0,30000.0,Small,BALLARD,Other,89.09715,True,False,1094940.75,13.14,
2.0,1.0,81.0,30087.0,Small,BALLARD,Other,99.99998,False,False,5274642.0,36.77,
1.0,1.0,48.0,40445.0,Small,BALLARD,Other,34.4951,True,False,786253.6875,29.24,92.0
1.0,1.0,58.0,23169.0,Small,MAGNOLIA / QUEEN ANNE,Other,100.00004,False,False,222255.9063,1.55,
3.0,1.0,123.0,45750.0,Small,BALLARD,Other,24.16496,True,False,7240274.0,303.81,
2.0,0.0,27.0,29258.0,Small,NORTH,Other,32.25671,True,False,8086943.5,309.14,
1.0,1.0,52.0,23772.0,Small,SOUTHWEST,Other,100.00029,False,False,100841.7031,0.7,100.0
2.0,1.0,66.0,20294.0,Small,MAGNOLIA / QUEEN ANNE,Other,30.89915,True,False,1735995.75,67.45,
1.0,1.0,91.0,33087.0,Small,EAST,Other,40.66494,True,False,3548858.25,121.9,
1.0,2.0,18.0,30498.0,Small,NORTH,Other,43.76841,True,False,2436063.0,80.19,
1.0,1.0,60.0,23260.0,Small,DELRIDGE,Other,44.64837,True,False,1612105.75,52.41,
2.0,1.0,103.0,27144.0,Small,MAGNOLIA / QUEEN ANNE,Other,45.33448,True,False,1012024.313,32.58,
1.0,5.0,53.0,23166.0,Small,NORTHWEST,Other,9e-05,True,False,3475804.25,184.6,
2.0,1.0,58.0,44719.0,Small,NORTHWEST,Other,43.65982,True,False,1614026.25,53.21,
1.0,5.0,18.0,57952.0,Medium,DELRIDGE,Other,47.69541,True,False,3091387.5,96.15,
1.0,1.0,52.0,26232.0,Small,DELRIDGE,Other,29.15497,True,False,3094090.0,122.71,
2.0,5.0,34.0,138907.0,Medium,GREATER DUWAMISH,Other,65.4568,True,False,7837692.5,179.55,
1.0,1.0,72.0,47699.0,Medium,EAST,Other,39.81341,True,True,14524386.0,712.39,
2.0,1.0,102.0,41022.0,Small,SOUTHEAST,Other,99.99999,False,False,3787648.25,26.41,
2.0,1.0,57.0,28109.0,Small,DELRIDGE,Other,92.0763,True,False,3612526.75,38.39,
1.0,1.0,54.0,30160.0,Small,NORTH,Other,23.38765,True,False,1045838.5,44.26,
1.0,1.0,26.0,40189.0,Small,DELRIDGE,Other,61.03756,True,False,1509292.0,37.65,
3.0,1.0,111.0,34976.0,Small,MAGNOLIA / QUEEN ANNE,Other,76.16614,True,False,873711.125,15.7,
1.0,,68.0,260241.0,Large,MAGNOLIA / QUEEN ANNE,Other,79.07163,True,False,34012980.0,565.55,
2.0,1.0,66.0,24224.0,Small,DELRIDGE,Other,55.26038,True,False,968026.3125,26.73,52.0
1.0,1.0,60.0,23706.0,Small,DELRIDGE,Other,44.1322,True,False,400770.9063,13.12,78.0
1.0,1.0,106.0,49066.0,Medium,SOUTHWEST,Other,14.02807,True,False,3835202.0,178.86,
3.0,1.0,71.0,30740.0,Small,SOUTHWEST,Other,36.31897,True,False,1686262.25,61.3,
1.0,1.0,46.0,35844.0,Small,SOUTHWEST,Other,99.99996,False,False,866126.375,6.04,14.0
1.0,1.0,63.0,24109.0,Small,GREATER DUWAMISH,Other,99.99999,False,False,4747403.5,33.1,
2.0,1.0,29.0,54170.0,Medium,GREATER DUWAMISH,Other,48.51837,True,False,5804784.5,178.35,
3.0,1.0,42.0,22895.0,Small,SOUTHEAST,Other,51.53908,True,False,440419.1875,12.92,96.0
4.0,1.0,103.0,20600.0,Small,GREATER DUWAMISH,Other,37.39276,True,False,270838.5,9.71,
,,32.0,230971.0,Large,GREATER DUWAMISH,Other,73.34963,True,False,21022288.0,405.05,
1.0,1.0,51.0,31365.0,Small,GREATER DUWAMISH,Other,98.22453,True,False,652991.6875,5.09,
1.0,1.0,113.0,32100.0,Small,GREATER DUWAMISH,Other,41.42709,True,False,758008.875,25.77,
1.0,1.0,49.0,20819.0,Small,GREATER DUWAMISH,Other,49.54758,True,False,1694930.375,51.27,
1.0,1.0,71.0,25460.0,Small,GREATER DUWAMISH,Other,100.00001,False,False,834711.875,5.82,
1.0,1.0,63.0,27933.0,Small,GREATER DUWAMISH,Other,99.99998,False,False,6129780.0,42.73,
1.0,1.0,14.0,36400.0,Small,GREATER DUWAMISH,Other,51.29617,True,False,1567746.75,46.16,
1.0,1.0,103.0,31332.0,Small,SOUTHWEST,Other,99.99999,False,False,3573328.25,24.91,
2.0,1.0,75.0,35864.0,Small,SOUTHWEST,Other,38.09363,True,False,1228113.5,43.64,75.0
1.0,1.0,69.0,20484.0,Small,GREATER DUWAMISH,Other,13.98467,True,False,822636.625,38.38,69.0
4.0,1.0,50.0,45082.0,Small,CENTRAL,Other,67.56373,True,False,4262316.5,93.5,
2.0,0.0,72.0,41600.0,Small,NORTHWEST,Other,58.91026,True,False,1195165.25,30.99,58.0
3.0,1.0,14.0,35115.0,Small,NORTH,Other,79.11253,True,False,1922953.25,31.94,
2.0,1.0,73.0,20385.0,Small,NORTHEAST,Other,23.95403,True,False,809291.8125,34.04,65.0
1.0,1.0,77.0,24295.0,Small,NORTHEAST,Other,100.0,False,False,216115.0,1.51,53.0
1.0,1.0,37.0,33392.0,Small,NORTHWEST,Other,99.99997,False,False,2786648.75,19.43,
4.0,1.0,114.0,44775.0,Small,GREATER DUWAMISH,Other,46.98139,True,False,950695.625,29.88,
1.0,2.0,107.0,27760.0,Small,GREATER DUWAMISH,Other,28.81366,True,False,2833624.5,112.82,
1.0,1.0,86.0,20975.0,Small,GREATER DUWAMISH,Other,74.7996,True,False,347437.6875,6.46,
1.0,1.0,105.0,26075.0,Small,GREATER DUWAMISH,Other,91.39416,True,False,1608508.75,17.6,
2.0,1.0,21.0,28531.0,Small,DELRIDGE,Other,57.61953,True,False,3494929.5,92.7,
2.0,0.0,48.0,27227.0,Small,DELRIDGE,Other,37.90924,True,False,8054334.0,286.89,
2.0,1.0,88.0,20747.0,Small,GREATER DUWAMISH,Other,77.35987,True,False,1001964.0,17.45,
3.0,1.0,113.0,27690.0,Small,GREATER DUWAMISH,Other,100.00059,False,False,16808.90039,0.12,
3.0,1.0,14.0,127065.0,Medium,GREATER DUWAMISH,Other,99.99998,False,False,3245111.5,22.62,
1.0,1.0,58.0,20140.0,Small,MAGNOLIA / QUEEN ANNE,Other,12.32783,True,False,992794.6875,47.08,35.0
2.0,1.0,95.0,24120.0,Small,BALLARD,Other,38.55336,True,False,893053.1875,31.54,66.0
3.0,1.0,94.0,35736.0,Small,BALLARD,Other,18.5591,True,False,1148202.25,51.15,88.0
3.0,1.0,61.0,36140.0,Small,GREATER DUWAMISH,Other,99.99998,False,False,4653535.0,32.44,
2.0,1.0,32.0,47963.0,Medium,DOWNTOWN,Other,35.7494,True,False,8163413.0,298.91,
2.0,1.0,72.0,21936.0,Small,NORTHWEST,Other,12.6504,True,False,608755.375,28.78,96.0
1.0,1.0,63.0,25406.0,Small,NORTH,Other,77.87411,True,False,2442220.0,41.96,
1.0,1.0,117.0,26440.0,Small,EAST,Other,31.02839,True,False,719905.1875,27.93,91.0
2.0,1.0,102.0,26300.0,Small,MAGNOLIA / QUEEN ANNE,Other,43.47066,True,False,3537841.5,116.94,
1.0,1.0,77.0,20332.0,Small,NORTHEAST,Other,54.4782,True,False,392683.6875,10.99,
1.0,1.0,123.0,21850.0,Small,CENTRAL,Other,25.82047,True,False,317794.4063,13.09,100.0
3.0,1.0,123.0,22200.0,Small,DOWNTOWN,Other,34.14806,True,False,188745.7031,7.05,
2.0,1.0,97.0,61580.0,Medium,EAST,Other,79.22586,True,False,4199443.0,69.53,
2.0,1.0,61.0,28586.0,Small,NORTHEAST,Other,99.99998,False,False,5078204.0,35.4,
2.0,1.0,113.0,24600.0,Small,EAST,Other,78.02585,True,False,331059.5,5.66,69.0
1.0,1.0,123.0,48850.0,Medium,EAST,Other,22.56017,True,True,1063480.5,65.05,
1.0,1.0,96.0,22622.0,Small,GREATER DUWAMISH,Other,40.75002,True,False,774075.6875,26.56,
3.0,1.0,62.0,22960.0,Small,MAGNOLIA / QUEEN ANNE,Other,23.92285,True,False,2266983.0,95.38,
2.0,1.0,67.0,21562.0,Small,BALLARD,Other,21.89533,True,False,866806.0,37.28,20.0
1.0,1.0,64.0,25753.0,Small,CENTRAL,Other,16.80124,True,False,1378130.25,62.51,
3.0,1.0,95.0,71280.0,Medium,EAST,Other,33.06633,True,False,22767828.0,861.85,
1.0,1.0,55.0,24200.0,Small,SOUTHEAST,Other,56.42364,True,False,826488.6875,22.38,73.0
1.0,1.0,73.0,36000.0,Small,GREATER DUWAMISH,Other,80.16437,True,False,3646053.75,58.79,
2.0,1.0,69.0,46560.0,Small,EAST,Other,60.77885,True,False,690557.6875,17.31,
3.0,1.0,43.0,30408.0,Small,MAGNOLIA / QUEEN ANNE,Other,99.99998,False,False,1440554.25,10.04,61.0
2.0,1.0,77.0,31360.0,Small,GREATER DUWAMISH,Other,65.29411,True,False,1725108.25,39.65,
2.0,1.0,111.0,25767.0,Small,NORTHEAST,Other,99.99995,False,False,1581352.75,11.02,22.0
2.0,1.0,96.0,78401.0,Medium,NORTHEAST,Other,38.17296,True,False,2462408.25,87.41,
1.0,1.0,123.0,21420.0,Small,DOWNTOWN,Other,89.12338,True,False,810636.875,9.72,
3.0,1.0,96.0,41013.0,Small,NORTHEAST,Other,40.05381,True,False,1080821.0,37.43,
2.0,1.0,19.0,21075.0,Small,NORTHEAST,Other,41.24256,True,False,1581036.75,53.88,
3.0,1.0,73.0,46485.0,Small,NORTHEAST,Other,49.13878,True,False,1544995.75,47.03,83.0
2.0,1.0,45.0,27500.0,Small,NORTHWEST,Other,59.54864,True,False,577123.125,14.79,60.0
1.0,1.0,69.0,21624.0,Small,NORTH,Other,46.96608,True,False,666687.5,20.96,90.0
3.0,1.0,115.0,25864.0,Small,CENTRAL,Other,42.16363,True,False,1028277.313,34.61,
3.0,1.0,110.0,20992.0,Small,CENTRAL,Other,23.32477,True,False,2473302.0,104.74,
2.0,1.0,73.0,29417.0,Small,BALLARD,Other,40.38912,True,False,1631479.125,56.25,
2.0,1.0,69.0,20039.0,Small,NORTHEAST,Other,99.99972,False,False,104722.2969,0.73,100.0
2.0,1.0,60.0,22952.0,Small,SOUTHEAST,Other,26.31969,True,False,470666.6875,19.28,98.0
3.0,1.0,111.0,33708.0,Small,EAST,Other,72.11862,True,True,786324.0,19.61,
2.0,1.0,75.0,47237.0,Medium,NORTH,Other,100.0,False,False,5981430.0,41.7,
3.0,1.0,85.0,26373.0,Small,NORTHEAST,Other,29.29553,True,False,964236.0,38.18,75.0
2.0,1.0,67.0,36771.0,Small,MAGNOLIA / QUEEN ANNE,Other,99.99999,False,False,5447076.5,37.97,
2.0,1.0,75.0,30720.0,Small,MAGNOLIA / QUEEN ANNE,Other,28.64103,True,False,1683064.25,67.15,
1.0,1.0,21.0,24955.0,Small,NORTHWEST,Other,46.39093,True,False,689803.0,21.87,47.0
3.0,1.0,32.0,34074.0,Small,CENTRAL,Other,42.28812,True,False,8521989.0,286.33,
2.0,1.0,62.0,76475.0,Medium,NORTH,Other,32.46328,True,False,1765813.625,67.33,
1.0,1.0,19.0,27376.0,Small,NORTHWEST,Other,61.73401,True,False,1082920.125,26.67,
2.0,1.0,116.0,22320.0,Small,EAST,Other,65.48502,True,False,209644.9063,4.8,
2.0,5.0,48.0,38879.0,Small,EAST,Other,96.60189,True,False,3371659.75,28.79,
2.0,1.0,99.0,21600.0,Small,NORTHEAST,Other,100.0,False,False,1623657.0,11.32,
3.0,1.0,94.0,27908.0,Small,NORTHEAST,Other,47.55258,True,False,2028125.625,63.22,
1.0,1.0,94.0,37700.0,Small,EAST,Other,21.5935,True,False,3481727.5,150.23,38.0
2.0,1.0,70.0,31805.0,Small,MAGNOLIA / QUEEN ANNE,Other,24.81496,True,False,1641667.0,68.39,10.0
5.0,1.0,116.0,36000.0,Small,GREATER DUWAMISH,Other,31.16872,True,False,1111293.75,43.04,
1.0,1.0,68.0,29079.0,Small,NORTHEAST,Other,59.31895,True,False,861643.6875,22.18,78.0
2.0,1.0,38.0,43025.0,Small,MAGNOLIA / QUEEN ANNE,Other,56.04608,True,False,9393108.0,255.97,
1.0,1.0,58.0,24697.0,Small,NORTH,Other,66.29763,True,False,1295685.75,29.18,
1.0,1.0,32.0,45000.0,Small,CENTRAL,Other,29.99985,True,False,3505497.0,137.66,
6.0,1.0,24.0,333698.0,Large,GREATER DUWAMISH,Other,68.47631,True,False,13730204.0,295.42,
2.0,1.0,117.0,39212.0,Small,GREATER DUWAMISH,Other,100.00083,False,False,72370.39844,0.5,
1.0,0.0,55.0,21400.0,Small,CENTRAL,Other,48.63066,True,False,5170809.5,158.6,
,,94.0,502030.0,Large,NORTHEAST,Other,50.67521,True,False,18470340.0,549.11,
2.0,1.0,11.0,53575.0,Medium,NORTHWEST,Other,72.86439,True,False,31803568.0,619.9,
2.0,2.0,11.0,137138.0,Medium,GREATER DUWAMISH,Other,99.99998,False,False,5475367.0,38.17,
6.0,1.0,36.0,146363.0,Medium,SOUTHWEST,Other,54.88693,True,False,11730555.0,325.94,
2.0,1.0,15.0,70292.0,Medium,NORTHEAST,Other,50.55979,True,False,1933811.625,57.59,37.0
7.0,1.0,48.0,90679.0,Medium,DOWNTOWN,Other,99.99999,False,False,41680640.0,290.57,100.0
8.0,0.0,10.0,339591.0,Large,LAKE UNION,Other,58.54262,True,False,41696464.0,1088.25,
1.0,0.0,61.0,29000.0,Small,MAGNOLIA / QUEEN ANNE,Other,66.05877,True,False,2429214.0,54.98,
6.0,1.0,10.0,305025.0,Large,NORTHEAST,Other,47.50232,True,False,25959642.0,809.76,
2.0,1.0,9.0,56988.0,Medium,GREATER DUWAMISH,Other,50.85374,True,False,544172.375,16.13,
2.0,1.0,13.0,44162.0,Small,DELRIDGE,Other,61.66468,True,False,1546484.875,38.13,
1.0,1.0,10.0,53775.0,Medium,SOUTHEAST,Other,33.13047,True,False,12095818.0,457.51,
1.0,1.0,9.0,20993.0,Small,GREATER DUWAMISH,Other,86.14613,True,False,923812.8125,10.8,
2.0,1.0,14.0,40265.0,Small,SOUTHEAST,Other,63.52917,True,False,2159170.25,51.39,
3.0,1.0,9.0,33648.0,Small,NORTHEAST,Other,100.00003,False,False,1399581.625,9.76,
2.0,1.0,8.0,108036.0,Medium,GREATER DUWAMISH,Other,75.1726,True,False,4991893.5,91.98,
1.0,1.0,10.0,72000.0,Medium,NORTHEAST,Other,64.99532,True,False,2925780.0,67.65,
1.0,1.0,10.0,11685.0,Small,CENTRAL,Other,40.8069,True,False,851053.8125,29.18,
1.0,1.0,13.0,11968.0,Small,BALLARD,Other,51.47195,True,False,783423.0,23.0,
1.0,1.0,74.0,11285.0,Small,NORTH,Other,66.87604,True,False,645665.375,14.37,
1.0,1.0,112.0,16795.0,Small,BALLARD,Other,57.88222,True,False,936616.5,24.73,
1.0,1.0,51.0,12769.0,Small,BALLARD,Other,23.55092,True,False,5117308.5,216.18,
1.0,1.0,111.0,23445.0,Small,EAST,Other,21.09802,True,False,5976246.0,259.22,
1.0,1.0,41.0,18261.0,Small,DELRIDGE,Other,67.84402,True,False,932082.125,20.33,
1.0,1.0,19.0,16000.0,Small,DOWNTOWN,Other,41.72956,True,False,950276.1875,32.17,
1.0,1.0,49.0,13157.0,Small,MAGNOLIA / QUEEN ANNE,Other,31.08204,True,False,5765898.0,223.54,
5.0,1.0,116.0,57452.0,Medium,DOWNTOWN,Store/Restaurant,49.4971,True,True,7606084.5,273.02,
2.0,1.0,97.0,52549.0,Medium,DOWNTOWN,Store/Restaurant,30.82922,True,False,15026196.0,584.31,
6.0,1.0,40.0,99780.0,Medium,EAST,Store/Restaurant,65.56735,False,True,15473117.0,481.97,
1.0,1.0,123.0,62900.0,Medium,DOWNTOWN,Store/Restaurant,36.4423,True,False,10394330.0,377.27,
11.0,1.0,23.0,381381.0,Large,DOWNTOWN,Store/Restaurant,99.03792,True,False,9765777.0,72.42,94.0
4.0,1.0,43.0,109347.0,Medium,DOWNTOWN,Store/Restaurant,91.07468,True,False,8218155.5,91.13,
1.0,0.0,53.0,88400.0,Medium,GREATER DUWAMISH,Store/Restaurant,57.73671,True,False,4383100.5,116.03,42.0
5.0,1.0,113.0,79920.0,Medium,DOWNTOWN,Store/Restaurant,100.00001,False,False,3009463.75,20.98,
4.0,1.0,115.0,137400.0,Medium,DOWNTOWN,Store/Restaurant,69.23949,True,False,14940504.0,316.2,
10.0,,110.0,258497.0,Large,DOWNTOWN,Store/Restaurant,81.21838,False,True,20779796.0,418.9,
6.0,1.0,22.0,378443.0,Large,LAKE UNION,Store/Restaurant,97.15542,True,False,55073120.0,456.22,100.0
6.0,1.0,22.0,213834.0,Large,LAKE UNION,Store/Restaurant,99.79149,True,False,75073888.0,530.59,100.0
5.0,1.0,20.0,159700.0,Medium,LAKE UNION,Store/Restaurant,64.88605,True,False,31371618.0,726.96,
3.0,1.0,69.0,67380.0,Medium,LAKE UNION,Store/Restaurant,56.83303,True,False,2755829.0,74.1,66.0
5.0,1.0,15.0,436497.0,Large,LAKE UNION,Store/Restaurant,66.27874,True,False,45252356.0,1019.53,
6.0,1.0,32.0,154660.0,Medium,DOWNTOWN,Store/Restaurant,65.96731,True,True,52960796.0,1623.34,
2.0,1.0,96.0,75844.0,Medium,EAST,Store/Restaurant,92.47222,True,False,3684188.5,38.48,
,1.0,91.0,304052.0,Large,GREATER DUWAMISH,Store/Restaurant,89.61406,True,False,21027396.0,247.35,66.0
1.0,1.0,95.0,65000.0,Medium,LAKE UNION,Store/Restaurant,61.9274,True,False,2603931.25,63.89,
5.0,0.0,21.0,251827.0,Large,LAKE UNION,Store/Restaurant,61.89671,True,False,47102428.0,1156.45,
2.0,1.0,119.0,53002.0,Medium,LAKE UNION,Store/Restaurant,74.80528,True,False,3441643.25,64.0,75.0
3.0,1.0,15.0,175918.0,Medium,LAKE UNION,Store/Restaurant,53.47391,True,False,22530168.0,640.71,
3.0,1.0,113.0,56700.0,Medium,GREATER DUWAMISH,Store/Restaurant,86.24716,True,False,2371575.0,31.58,37.0
6.0,1.0,14.0,286000.0,Large,GREATER DUWAMISH,Store/Restaurant,99.97955,True,False,63835192.0,445.62,
11.0,0.0,17.0,516407.0,Large,DOWNTOWN,Store/Restaurant,74.69625,True,False,39403320.0,734.72,31.0
2.0,,93.0,108753.0,Medium,GREATER DUWAMISH,Store/Restaurant,99.99999,False,False,3639670.25,25.37,
5.0,1.0,15.0,287224.0,Large,LAKE UNION,Store/Restaurant,82.72377,True,False,21042926.0,314.43,
4.0,1.0,115.0,55520.0,Medium,EAST,Store/Restaurant,26.41489,True,False,3686962.25,150.88,
4.0,1.0,121.0,73320.0,Medium,DOWNTOWN,Store/Restaurant,59.73433,True,False,1141189.75,29.16,
6.0,1.0,14.0,122400.0,Medium,NORTHEAST,Store/Restaurant,79.74623,True,False,4865551.5,79.39,63.0
4.0,1.0,19.0,77412.0,Medium,EAST,Store/Restaurant,98.09427,True,False,2655387.5,20.85,
3.0,1.0,102.0,66138.0,Medium,GREATER DUWAMISH,Store/Restaurant,99.99999,False,False,7070998.5,49.29,3.0
1.0,1.0,61.0,44700.0,Small,GREATER DUWAMISH,Store/Restaurant,82.72939,True,False,2042771.0,30.52,
3.0,1.0,46.0,22719.0,Small,BALLARD,Store/Restaurant,100.0,False,False,1358519.0,9.47,
2.0,1.0,68.0,31020.0,Small,DOWNTOWN,Store/Restaurant,24.57926,True,False,4970047.0,207.6,
3.0,1.0,120.0,28600.0,Small,DOWNTOWN,Store/Restaurant,65.65862,True,False,1062722.625,24.25,
2.0,1.0,45.0,38539.0,Small,DOWNTOWN,Store/Restaurant,99.99998,False,False,2186018.5,15.24,55.0
2.0,1.0,69.0,28696.0,Small,DOWNTOWN,Store/Restaurant,99.99988,False,False,418348.5,2.92,
3.0,1.0,100.0,22381.0,Small,DOWNTOWN,Store/Restaurant,37.33531,True,False,3532966.5,126.78,
2.0,1.0,17.0,33792.0,Small,DOWNTOWN,Store/Restaurant,89.08239,True,False,2547848.0,30.6,
3.0,1.0,100.0,33600.0,Small,DOWNTOWN,Store/Restaurant,65.71816,True,False,4475650.0,101.99,
2.0,1.0,33.0,47560.0,Medium,SOUTHEAST,Store/Restaurant,51.50564,True,False,1132489.625,33.23,80.0
1.0,1.0,78.0,21060.0,Small,BALLARD,Store/Restaurant,73.70942,True,False,350264.5938,6.69,
4.0,1.0,63.0,20539.0,Small,BALLARD,Store/Restaurant,66.93206,True,False,1678458.75,37.31,
2.0,1.0,16.0,38784.0,Small,BALLARD,Store/Restaurant,84.37175,True,False,1841154.25,26.11,
2.0,0.0,97.0,23315.0,Small,SOUTHWEST,Store/Restaurant,59.01245,True,False,1354000.625,35.04,
2.0,1.0,93.0,20700.0,Small,SOUTHWEST,Store/Restaurant,19.25098,True,False,4265815.0,188.67,
1.0,1.0,44.0,39350.0,Small,NORTH,Store/Restaurant,99.99996,False,False,267135.0938,1.86,
1.0,1.0,25.0,20233.0,Small,NORTHEAST,Store/Restaurant,52.67226,True,False,630250.125,18.16,
1.0,1.0,76.0,46958.0,Small,LAKE UNION,Store/Restaurant,78.98034,True,False,1818867.875,30.32,95.0
2.0,1.0,95.0,28800.0,Small,LAKE UNION,Store/Restaurant,54.55944,True,False,456953.0,12.77,
2.0,1.0,103.0,25920.0,Small,LAKE UNION,Store/Restaurant,78.79296,True,False,989079.5,16.57,
3.0,1.0,104.0,40686.0,Small,LAKE UNION,Store/Restaurant,39.98113,True,False,2106073.5,73.0,
4.0,1.0,59.0,25132.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,99.99997,False,False,564754.1875,3.94,41.0
2.0,1.0,123.0,49280.0,Medium,DOWNTOWN,Store/Restaurant,75.9318,True,False,5437110.5,98.28,
2.0,1.0,111.0,25380.0,Small,DOWNTOWN,Store/Restaurant,46.39936,True,False,6901554.0,218.79,
4.0,1.0,33.0,82065.0,Medium,DOWNTOWN,Store/Restaurant,100.00001,False,False,1717130.875,11.97,91.0
1.0,1.0,105.0,34617.0,Small,DOWNTOWN,Store/Restaurant,54.62731,True,False,5136604.5,143.34,
3.0,1.0,113.0,29340.0,Small,DOWNTOWN,Store/Restaurant,38.87355,True,False,2160420.0,75.99,
4.0,1.0,15.0,274442.0,Large,LAKE UNION,Store/Restaurant,62.96702,True,False,9155568.0,220.26,
2.0,1.0,78.0,22135.0,Small,NORTHEAST,Store/Restaurant,68.01486,True,False,1261634.5,27.41,
2.0,1.0,113.0,31140.0,Small,BALLARD,Store/Restaurant,25.07674,True,False,935580.3125,38.86,
3.0,1.0,114.0,27085.0,Small,BALLARD,Store/Restaurant,49.20166,True,False,1995131.75,60.67,
3.0,1.0,27.0,55912.0,Medium,NORTHWEST,Store/Restaurant,100.00001,False,False,2450442.75,17.08,
2.0,1.0,63.0,57644.0,Medium,MAGNOLIA / QUEEN ANNE,Store/Restaurant,72.68048,True,False,2189735.0,42.87,
2.0,1.0,71.0,32009.0,Small,NORTH,Store/Restaurant,67.09241,True,False,1998725.25,44.28,
11.0,1.0,114.0,111137.0,Medium,DOWNTOWN,Store/Restaurant,48.21261,True,False,9546165.0,294.65,
2.0,1.0,63.0,29631.0,Small,DOWNTOWN,Store/Restaurant,53.2085,True,False,5144392.0,146.93,
2.0,1.0,121.0,20398.0,Small,SOUTHWEST,Store/Restaurant,37.34954,True,False,9313513.0,334.15,
1.0,1.0,92.0,24196.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,69.31338,True,False,1055033.0,22.29,
2.0,1.0,123.0,71919.0,Medium,DOWNTOWN,Store/Restaurant,99.99998,False,False,5381105.0,37.51,37.0
1.0,1.0,38.0,23100.0,Small,GREATER DUWAMISH,Store/Restaurant,36.37288,True,False,4323672.0,157.07,
1.0,1.0,69.0,35222.0,Small,GREATER DUWAMISH,Store/Restaurant,65.27816,True,False,1758134.625,40.42,
4.0,1.0,23.0,30948.0,Small,NORTH,Store/Restaurant,99.99997,False,False,919746.3125,6.41,
1.0,1.0,92.0,46183.0,Small,GREATER DUWAMISH,Store/Restaurant,83.10499,True,False,1890502.5,27.92,
1.0,1.0,28.0,28425.0,Small,SOUTHEAST,Store/Restaurant,56.95502,True,False,2133797.75,57.25,
1.0,1.0,51.0,66704.0,Medium,NORTHWEST,Store/Restaurant,43.74715,True,False,600516.875,19.77,
1.0,1.0,110.0,36000.0,Small,EAST,Store/Restaurant,65.65696,True,False,1162163.125,26.52,59.0
5.0,1.0,19.0,35176.0,Small,SOUTHWEST,Store/Restaurant,99.99996,False,False,1011965.375,7.05,
1.0,1.0,97.0,42172.0,Small,BALLARD,Store/Restaurant,14.44862,True,False,3275779.25,152.14,
1.0,1.0,107.0,27000.0,Small,GREATER DUWAMISH,Store/Restaurant,100.00026,False,False,229856.4063,1.6,
1.0,1.0,71.0,35310.0,Small,GREATER DUWAMISH,Store/Restaurant,42.37685,True,False,1331469.75,44.68,
2.0,1.0,45.0,26519.0,Small,LAKE UNION,Store/Restaurant,58.39421,True,False,3717064.0,97.27,
2.0,1.0,35.0,34639.0,Small,LAKE UNION,Store/Restaurant,42.90731,True,False,15480681.0,515.71,
2.0,0.0,61.0,34072.0,Small,LAKE UNION,Store/Restaurant,40.45863,True,False,6584966.5,226.81,
2.0,1.0,107.0,20640.0,Small,EAST,Store/Restaurant,99.9999,False,False,412562.4063,2.88,
2.0,1.0,111.0,34914.0,Small,EAST,Store/Restaurant,100.00003,False,False,1333289.625,9.29,
3.0,1.0,110.0,28800.0,Small,DOWNTOWN,Store/Restaurant,44.77122,True,False,899924.1875,29.21,
1.0,1.0,75.0,22778.0,Small,NORTHEAST,Store/Restaurant,9.08128,True,False,2470566.0,120.86,
,1.0,14.0,,Medium,DOWNTOWN,Store/Restaurant,84.31954,True,False,27684480.0,393.29,87.0
2.0,1.0,99.0,24476.0,Small,EAST,Store/Restaurant,40.46127,True,False,2662054.25,91.69,
1.0,1.0,76.0,30496.0,Small,GREATER DUWAMISH,Store/Restaurant,65.04774,True,False,1992158.25,46.01,
2.0,1.0,47.0,34948.0,Small,NORTHEAST,Store/Restaurant,99.99999,False,False,1159807.125,8.09,17.0
3.0,1.0,57.0,26000.0,Small,DOWNTOWN,Store/Restaurant,77.1433,True,False,1063035.875,18.62,
3.0,1.0,123.0,22480.0,Small,DOWNTOWN,Store/Restaurant,99.99999,False,False,981009.125,6.84,
2.0,0.0,18.0,29508.0,Small,EAST,Store/Restaurant,35.71126,True,False,2217620.0,81.24,
3.0,1.0,114.0,49299.0,Medium,DOWNTOWN,Store/Restaurant,27.98805,False,False,4729846.5,9.23,
2.0,1.0,35.0,21036.0,Small,EAST,Store/Restaurant,53.03436,True,False,2735811.5,78.36,
2.0,1.0,24.0,32928.0,Small,NORTHEAST,Store/Restaurant,99.99998,False,False,5652231.0,39.4,9.0
2.0,1.0,62.0,37600.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,21.74508,True,False,2171751.5,93.55,
2.0,1.0,76.0,21656.0,Small,EAST,Store/Restaurant,45.16483,True,False,1607972.25,51.89,
3.0,1.0,111.0,24000.0,Small,EAST,Store/Restaurant,93.98343,True,False,932083.5,9.09,
,1.0,38.0,42000.0,Small,DOWNTOWN,Store/Restaurant,55.80435,True,True,7798464.0,273.91,
3.0,1.0,19.0,21947.0,Small,GREATER DUWAMISH,Store/Restaurant,62.36919,True,False,1554599.25,37.83,
2.0,1.0,107.0,140823.0,Medium,EAST,Store/Restaurant,92.4749,True,False,2762846.0,28.85,
